"Country","Sex","Age","Year","Variable","Prevalence or proportion","Lower limit of 95% credible interval","Upper limit of 95% credible interval","Posterior standard deviation"
"Liberia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.285599003183293,0.134333404764685,0.474545841134795,0.0876206780563873
"Libya","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.431046407684946,0.239460912515575,0.622044559576665,0.0972285600053085
"Lithuania","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.528700523870329,0.324880359407042,0.722668693658785,0.102288301108151
"Luxembourg","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.513492931574912,0.373390556053082,0.645507851366912,0.0698080537581053
"Macedonia (TFYR)","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.605600802764465,0.323566245274169,0.842744753907178,0.134477364742642
"Madagascar","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.185945499507553,0.0601661526264828,0.371580475187072,0.0799016704056181
"Malawi","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.289333138211466,0.181842242476691,0.414174586466618,0.059201644025932
"Malaysia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.455214277168915,0.301725858098259,0.605011996584468,0.0779900269558245
"Maldives","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.339726977919686,0.155531181047,0.554068584854888,0.103036143705911
"Mali","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.397377692501251,0.189888457205432,0.629697263364114,0.113622018834447
"Malta","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.686113278617156,0.516667648319236,0.826285749653846,0.0794443362069569
"Marshall Islands","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.339585311583511,0.207745705900608,0.491917452806692,0.0704607197308039
"Mauritania","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.304609595587153,0.0992964445428356,0.573940006396049,0.126024423406868
"Mauritius","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.661682869835328,0.530976417831841,0.780234966156605,0.0644836262378445
"Mexico","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.596804404003772,0.488180154820329,0.692957866981458,0.0518886263809485
"Micronesia (Federated States of)","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.31518206308503,0.171870894228903,0.485776254667801,0.0805971897847644
"Moldova","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.416424161561869,0.245219632194649,0.59755033239452,0.089239776085549
"Mongolia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.638361877195387,0.516433869641625,0.748646928005027,0.0588584873632431
"Montenegro","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.603958906502686,0.324004606673247,0.841614454654749,0.134691907050825
"Morocco","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.366801129822139,0.230797638574644,0.516222940611162,0.0737076143076447
"Mozambique","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.189426860262678,0.0863730716055078,0.330146821286268,0.0629136907413857
"Myanmar","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.398236085058586,0.24377173928471,0.559101145433419,0.0811022975724655
"Namibia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.481344385648899,0.300902277113096,0.661068549371902,0.0932341572143028
"Nauru","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.299938328663818,0.153110754676607,0.47382609411567,0.0818536104695558
"Nepal","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.212113043001477,0.149504593144725,0.282960036966454,0.0346305322665309
"Netherlands","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.464513262004335,0.325618784279639,0.612425902122012,0.0730739479420736
"New Zealand","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.523220261562375,0.405973479688253,0.637724648460751,0.0587100557572458
"Nicaragua","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.692468253094564,0.448933848457968,0.886062945205957,0.113630911326667
"Niger","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.148609632986741,0.0475591800243545,0.314458990727104,0.0698998515594661
"Nigeria","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.296059382453196,0.190976204222026,0.418332198846402,0.0579607088413232
"Niue","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.458011749198918,0.260392845316359,0.661654347113902,0.103265373248549
"North Korea","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.469079168943625,0.186079532247986,0.762836898174349,0.152420180859
"Norway","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.455603308297619,0.258900133634251,0.670788416971345,0.10619718721103
"Occupied Palestinian Territory","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.506981323120451,0.328572639205449,0.693223281909468,0.0937446403207063
"Oman","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.449346676035321,0.319465862197899,0.581721200806702,0.0673542468421208
"Pakistan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.441427506792257,0.263232166041624,0.624890597828317,0.0930779580673169
"Palau","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.449489486723382,0.304117602558475,0.602695346389983,0.0761276322816071
"Panama","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.639485237132384,0.418329949134009,0.826526234953004,0.104815385986968
"Papua New Guinea","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.20595216237364,0.0599017319862456,0.423593070957877,0.0946441353943822
"Paraguay","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.488785080770493,0.297852953739657,0.682475868397439,0.0996835906845391
"Peru","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.536981470375178,0.4491799892427,0.620335973515251,0.0433281577993204
"Philippines","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.422315959689586,0.278721606853565,0.570134043372816,0.0749237554237969
"Poland","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.675603584814545,0.563723260208295,0.774281262062544,0.0539865553713711
"Portugal","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.708637605185967,0.557583913177037,0.837306228383512,0.0720571868869199
"Puerto Rico","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.580388939917448,0.288253134410127,0.835543321084923,0.14377495189157
"Qatar","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.60426794144606,0.440194012397846,0.756555160728186,0.0813484177548873
"Romania","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.656747873374346,0.507508165301573,0.789209473543321,0.0717045926414125
"Russian Federation","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.569997040477997,0.427088444078346,0.699285713667072,0.0689674743138649
"Rwanda","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.113690390282463,0.0354228395582973,0.239512321653001,0.0523531156329438
"Saint Kitts and Nevis","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.598615608959491,0.357062073362596,0.803911690147312,0.116062340996999
"Saint Lucia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.654909996185178,0.443567749522453,0.822828308733585,0.0975642305744837
"Saint Vincent and the Grenadines","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.567109816050287,0.372342050587561,0.743367408539824,0.0951644075515057
"Samoa","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.206134989594436,0.0906025423104249,0.362616049824047,0.0698459800480353
"Sao Tome and Principe","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.361013852122407,0.238301793934872,0.495325216738191,0.0652666976826784
"Saudi Arabia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.494737109589252,0.306431954941528,0.683391161926987,0.0965888551198555
"Senegal","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.250467248477414,0.0933590394250124,0.455855098221671,0.0942180223239408
"Serbia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.677163436095404,0.512130791032214,0.81695404036499,0.077854930108139
"Seychelles","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.645238839168181,0.474498794984343,0.800694786094228,0.0840696547436428
"Sierra Leone","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.242020077679966,0.101344980133723,0.430875289828784,0.084699066161099
"Singapore","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.629425633147085,0.516581002911892,0.732932344265752,0.0554032876994395
"Slovakia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.699267807456913,0.518123950341084,0.849224625790502,0.0848485102288238
"Slovenia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.6024015199573,0.312202820278536,0.845832322602953,0.137719831199251
"Solomon Islands","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.168335583780762,0.0704593628347662,0.309250607714431,0.0625360854588115
"Somalia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.293765108759299,0.132183573167353,0.49707789577328,0.0946056428768585
"South Africa","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.547379232171478,0.437077443390934,0.654768047762221,0.0557777142439408
"South Korea","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.77453733860003,0.702251959693873,0.836064366767748,0.0338693214925121
"South Sudan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.292315960688466,0.0883529195316905,0.568335201993627,0.125636359076885
"Spain","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.579509360556163,0.45109039103555,0.706369300038958,0.0659808496156434
"Sri Lanka","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.416148161046904,0.258803643115384,0.578857238945072,0.0826518837419092
"Sudan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.282338130859501,0.163731392827563,0.429947427773143,0.0683301025917071
"Suriname","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.569738012358271,0.357565848552142,0.766649343862265,0.105142392300976
"Swaziland","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.399002658613657,0.235011938148892,0.572872379118065,0.0863910488715551
"Sweden","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.397727065511429,0.270568889603723,0.530128443154666,0.0662267531353356
"Switzerland","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.568407813083934,0.406612297020538,0.720139883817833,0.0796408580464222
"Syrian Arab Republic","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.507768004479063,0.242637498547066,0.764883079135246,0.1352973956131
"Taiwan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.659604580046447,0.48228552867857,0.807596203379123,0.082082986563983
"Tajikistan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.432158794932715,0.301940318936738,0.564838243827015,0.0683927078233515
"Tanzania","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.165557580877162,0.0797019050407474,0.279709079482673,0.0514249553833785
"Thailand","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.511939074855907,0.314596759261707,0.704926200903375,0.100505532858385
"Timor-Leste","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.256980985246827,0.122357441499341,0.423890468401585,0.0775918298913745
"Togo","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.260774682012925,0.113597211831163,0.451319097803257,0.0882895725101117
"Tokelau","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.427674511791856,0.25171907317678,0.619608411076466,0.0955089176333259
"Tonga","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.29400194610662,0.181092610519932,0.420272361239435,0.0613886531084313
"Trinidad and Tobago","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.539479312884137,0.325275307416188,0.731314632386118,0.104209106028833
"Tunisia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.431942404445604,0.27419174072817,0.597412344710902,0.0828315082918333
"Turkey","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.638042140302941,0.517289973065275,0.744237010561545,0.0587629168131121
"Turkmenistan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.527208454686998,0.403243170628459,0.651292738673877,0.0642941544017853
"Tuvalu","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.208580881061066,0.0972706514210674,0.360497898150103,0.0682009512450956
"Uganda","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.226766244378069,0.109576727416223,0.380365327778511,0.0701177476337084
"Ukraine","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.58929523473172,0.452178469723907,0.714514523819758,0.0664764403060801
"United Arab Emirates","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.456410721876269,0.323782104800667,0.590199974081135,0.0689009012083271
"United Kingdom","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.478504850479146,0.406093667763948,0.547964160453787,0.036322145407699
"United States of America","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.733284315690848,0.640284761176886,0.815417585155846,0.0452003812013663
"Uruguay","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.626462046024313,0.464800769947371,0.766709468281718,0.076883898141007
"Uzbekistan","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.530214092579724,0.400525218831117,0.65538416198003,0.0648718874781992
"Vanuatu","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.160311867837193,0.0536143238535671,0.329611856662107,0.0719298839829249
"Venezuela","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.712650778540068,0.574677113636008,0.832157284333542,0.0667166244847397
"Viet Nam","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.341597370292803,0.200986635279857,0.493991681472417,0.0748021127722993
"Yemen","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.39291990361294,0.207308834759201,0.598905159937381,0.102185434242127
"Zambia","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.286897081287995,0.166623061429898,0.425794349147906,0.0672103554124387
"Zimbabwe","Women","Age-standardised (30-79 years)",2019,"Proportion treated among hypertension",0.405859910876837,0.140936684171745,0.70178264463461,0.145752750979537
"Afghanistan","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.173303253248915,0.0789389631778018,0.302371788210338,0.0569627296631944
"Albania","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.115425847334166,0.0459852098116288,0.218808446484463,0.0447660801073854
"Algeria","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.203812709229969,0.0976365169391394,0.343664240044458,0.0633810523106385
"American Samoa","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.135694515697481,0.0262431905707743,0.336707187574198,0.0808584722942799
"Andorra","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.374544476418767,0.120390125735361,0.68441065068067,0.149238485998094
"Angola","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.134140972943618,0.0276950750946884,0.331829326871649,0.0796622113220828
"Antigua and Barbuda","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.274013534969699,0.0636333207917505,0.583369609573108,0.13702729401428
"Argentina","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.194388503271975,0.100627461427005,0.316415926358012,0.0553300738421219
"Armenia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.100523357136144,0.033421116946173,0.20709746493764,0.0449063466637923
"Australia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.270459558356006,0.165251993551832,0.392077944781077,0.0586949825339806
"Austria","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.270790185217181,0.0766632862152134,0.570306701687605,0.128149189197156
"Azerbaijan","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.178093329122652,0.0779082540856264,0.309466188010244,0.0603474313104057
"Bahamas","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.275379223769091,0.0968356300775422,0.504330308550651,0.107541379563831
"Bahrain","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.244624979833929,0.0550422534694494,0.526358905735977,0.12237993317999
"Bangladesh","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.150648342897539,0.087485088404706,0.229164970499161,0.0360606311433112
"Barbados","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.377420286964687,0.159813912178468,0.631328388639253,0.122002018579097
"Belarus","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.136807495323041,0.0555071973724183,0.258942326472516,0.0520774246464077
"Belgium","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.423161693124152,0.275595229829718,0.58245576548996,0.0776018009026688
"Belize","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.267089914862381,0.071946510335953,0.54668302120296,0.123868512088855
"Benin","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.102219166088083,0.0439286791951781,0.186648277997293,0.0370840329060771
"Bermuda","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.270816074760019,0.0606657328804559,0.585146712960302,0.138018506459583
"Bhutan","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.107204595819874,0.0523941265733415,0.183264048453603,0.0337482274769941
"Bolivia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.336992279991908,0.0899155617299632,0.668982319424377,0.150118707665607
"Bosnia and Herzegovina","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.214681605908923,0.065377342031173,0.434023235507297,0.0952185081029372
"Botswana","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.224278554442811,0.0879457781950115,0.415868797409862,0.0849660018049449
"Brazil","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.389445230728305,0.263947797685528,0.520900371699201,0.0662518389758003
"Brunei Darussalam","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.349804441018801,0.188765132992944,0.532024145889664,0.0890677512737366
"Bulgaria","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.28091572644776,0.0669381754471793,0.597323384284708,0.137873887992486
"Burkina Faso","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.111566548751583,0.030243798547397,0.256363691009724,0.0589525408196886
"Burundi","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.132817074113953,0.0199380439734242,0.356493509681995,0.0886150476136589
"Cabo Verde","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.194471174376876,0.099284143720817,0.315709887926753,0.0545701785495648
"Cambodia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.265608325710248,0.084731042107616,0.508525914716448,0.109205468863477
"Cameroon","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.102638369696216,0.0269339403790711,0.232871842902127,0.0548599676177595
"Canada","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.568884162726104,0.444585641958713,0.683396725723007,0.0609495243893203
"Central African Republic","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0615165684959977,0.0151504427057413,0.147305155248844,0.034283734877995
"Chad","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.128436165728238,0.0211896703608725,0.326491690336278,0.0809272034801727
"Chile","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.418129439834105,0.242619574973266,0.60917931067512,0.0936341660391912
"China","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.178119706671858,0.0923811349944887,0.290437358339079,0.050894862179865
"Colombia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.409966524085985,0.205076557978495,0.639690647952654,0.111343800778697
"Comoros","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.128850624182191,0.0308350678483246,0.292608266243616,0.0690346501956554
"Congo","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.111947361078036,0.0141987029897885,0.317833469384303,0.0829943614587653
"Cook Islands","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.18263807688408,0.0614646499891412,0.363338844206074,0.0779828786186915
"Costa Rica","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.535281780857346,0.344335614929286,0.72945806787502,0.0984397832898307
"Cote d'Ivoire","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.110077816400278,0.0190265020706591,0.291753279954734,0.072530758363693
"Croatia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.246940506398914,0.0991976007126797,0.444264118728662,0.0890468758384015
"Cuba","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.380154626014331,0.153214134000808,0.640009227767953,0.127543174092457
"Cyprus","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.376302779319014,0.118168810490838,0.693413874448686,0.152097638619735
"Czech Republic","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.423990604959594,0.274378049854779,0.581682721725828,0.0787355915415267
"Denmark","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.102132343456005,0.0428164916265614,0.191282280314725,0.0384114400244389
"Djibouti","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.132773272900396,0.0205600159578648,0.350034197061819,0.087928633082471
"Dominica","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.206913628524959,0.049553675984882,0.460202567965254,0.10596780580522
"Dominican Republic","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.25065174802744,0.0795359033158787,0.489424744965193,0.103918674430989
"DR Congo","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.123856456907178,0.0185057149576063,0.334289810341977,0.0844306211495298
"Ecuador","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.400421886831488,0.248949964404789,0.560587986014259,0.0803383537728283
"Egypt","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.228683206323875,0.124228916107843,0.359725085779976,0.0598449942126862
"El Salvador","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.483089632760572,0.282283011906101,0.685100802316722,0.104642609180945
"Equatorial Guinea","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.133170844988711,0.0168209721791675,0.363992831775312,0.0942456226039552
"Eritrea","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.135790419570255,0.0324901300055901,0.31222415487969,0.0732645775026353
"Estonia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.189242070806286,0.0560430059404659,0.392724731361889,0.0878339364080254
"Ethiopia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0659914826828605,0.0179719417348432,0.152197032281607,0.0355012518301546
"Fiji","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.156017654576833,0.0334973996959498,0.361288265585867,0.0860894865273349
"Finland","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.291150168655065,0.162141842683989,0.436851521005797,0.0710208935463607
"France","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.34630908114824,0.179646855793464,0.535087211293274,0.0919642334110138
"French Polynesia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.128165884443962,0.02982404462416,0.304495945231662,0.0710218647446968
"Gabon","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.155503333290705,0.0285822505456633,0.375684728410085,0.0914218214586578
"Gambia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.109231963381225,0.0235236282795319,0.261223527466032,0.0632243595956124
"Georgia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.204540614362519,0.0910060339549421,0.353122266750168,0.0679265722410269
"Germany","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.480226827771514,0.25294873884554,0.70710163769045,0.11667211894946
"Ghana","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.236786393692006,0.107199076703129,0.40698389906815,0.0783560294410255
"Greece","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.396905763688597,0.247400817173729,0.560347398103349,0.0800012453586524
"Greenland","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.292747582993694,0.103880514982098,0.548748497204208,0.11553405128222
"Grenada","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.238040910007465,0.0701805590423133,0.476228242654922,0.105312935571178
"Guatemala","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.226524224082799,0.082707207541995,0.432500930595496,0.0906659125622958
"Guinea","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0817180931434392,0.0131394047131296,0.230603808147767,0.0575380190110614
"Guinea Bissau","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.132475338344479,0.019060526944823,0.360335239097761,0.0892834295265547
"Guyana","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.237371766902943,0.0999875969094809,0.416588265939185,0.0801554882697192
"Haiti","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0862568364532576,0.0303946157962686,0.172732994658909,0.0371434747636501
"Honduras","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.389640054633441,0.135152046534014,0.690832201923147,0.145615796647921
"Hungary","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.28314063256508,0.0677011418199595,0.584754950252272,0.136569370328987
"Iceland","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.529155914698862,0.302831263847956,0.752182940818594,0.115717528358695
"India","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.185277772250058,0.100485415152165,0.29577784178112,0.0499829267528378
"Indonesia","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.0512143938690846,0.0208764471005739,0.0981282905747958,0.0199434489395998
"Iran","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.297591550661811,0.222140805962205,0.380582825445063,0.0407048123277604
"Iraq","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.151949264829459,0.0553321415393301,0.286947843919628,0.0604582848059561
"Ireland","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.27567130297132,0.103962918732008,0.500640748212464,0.102317721332579
"Israel","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.310456893582482,0.165858522271387,0.477382853138211,0.080977066705743
"Italy","Women","Age-standardised (30-79 years)",2019,"Proportion controlled among hypertenion",0.328671047285317,0.205240830148245,0.470158248513705,0.0677232497672264
