"sex","location","cause","IRadjust","CFadjust"
"Female","Japan","istroke",0.85,0.7
"Male","Japan","hhd",0.8,0.7
"Male","Japan","hstroke",0.85,0.7
"Male","Japan","ihd",0.95,0.7
"Male","Japan","istroke",0.85,0.7
"Female","Jordan","hhd",0.95,0.7
"Female","Jordan","hstroke",1,0.7
"Female","Jordan","ihd",1,0.7
"Female","Jordan","istroke",1,0.7
"Male","Jordan","hhd",1,0.7
"Male","Jordan","hstroke",1,0.7
"Male","Jordan","ihd",1,0.7
"Male","Jordan","istroke",1,0.7
"Female","Kazakhstan","hhd",0.7,0.7
"Female","Kazakhstan","hstroke",0.7,0.95
"Female","Kazakhstan","ihd",0.7,0.85
"Female","Kazakhstan","istroke",0.7,0.85
"Male","Kazakhstan","hhd",0.7,0.75
"Male","Kazakhstan","hstroke",0.7,0.9
"Male","Kazakhstan","ihd",0.7,0.8
"Male","Kazakhstan","istroke",0.7,0.8
"Female","Kenya","hhd",0.95,0.95
"Female","Kenya","hstroke",0.8,0.9
"Female","Kenya","ihd",0.95,0.9
"Female","Kenya","istroke",0.85,0.85
"Male","Kenya","hhd",1,0.75
"Male","Kenya","hstroke",0.75,0.85
"Male","Kenya","ihd",1,0.85
"Male","Kenya","istroke",0.9,0.8
"Female","Kiribati","hhd",0.9,1
"Female","Kiribati","hstroke",0.85,0.9
"Female","Kiribati","ihd",0.85,0.95
"Female","Kiribati","istroke",0.9,0.9
"Male","Kiribati","hhd",0.85,0.95
"Male","Kiribati","hstroke",0.85,0.95
"Male","Kiribati","ihd",0.85,1
"Male","Kiribati","istroke",0.8,0.85
"Female","Kuwait","hhd",1,0.7
"Female","Kuwait","hstroke",1,0.7
"Female","Kuwait","ihd",0.9,0.7
"Female","Kuwait","istroke",0.9,0.7
"Male","Kuwait","hhd",0.9,0.8
"Male","Kuwait","hstroke",0.9,0.75
"Male","Kuwait","ihd",0.75,0.8
"Male","Kuwait","istroke",0.7,0.7
"Female","Kyrgyzstan","hhd",0.8,0.85
"Female","Kyrgyzstan","hstroke",0.7,1
"Female","Kyrgyzstan","ihd",0.7,0.8
"Female","Kyrgyzstan","istroke",0.7,0.85
"Male","Kyrgyzstan","hhd",0.9,1
"Male","Kyrgyzstan","hstroke",0.7,1
"Male","Kyrgyzstan","ihd",0.7,0.8
"Male","Kyrgyzstan","istroke",0.7,0.8
"Female","Laos","hhd",0.75,0.8
"Female","Laos","hstroke",0.7,0.9
"Female","Laos","ihd",0.75,0.85
"Female","Laos","istroke",0.75,0.75
"Male","Laos","hhd",0.8,0.75
"Male","Laos","hstroke",0.75,0.85
"Male","Laos","ihd",0.8,0.85
"Male","Laos","istroke",0.85,0.8
"Female","Latvia","hhd",0.95,1
"Female","Latvia","hstroke",0.7,0.95
"Female","Latvia","ihd",0.7,0.8
"Female","Latvia","istroke",0.7,0.75
"Male","Latvia","hhd",0.9,1
"Male","Latvia","hstroke",0.7,0.9
"Male","Latvia","ihd",0.7,0.8
"Male","Latvia","istroke",0.7,0.8
"Female","Lebanon","hhd",0.85,0.7
"Female","Lebanon","hstroke",1,0.7
"Female","Lebanon","ihd",0.75,0.7
"Female","Lebanon","istroke",0.95,0.7
"Male","Lebanon","hhd",1,0.85
"Male","Lebanon","hstroke",1,0.7
"Male","Lebanon","ihd",0.8,0.85
"Male","Lebanon","istroke",0.95,0.7
"Female","Lesotho","hhd",0.8,1
"Female","Lesotho","hstroke",0.8,0.85
"Female","Lesotho","ihd",0.9,0.9
"Female","Lesotho","istroke",0.85,0.75
"Male","Lesotho","hhd",0.85,0.9
"Male","Lesotho","hstroke",0.85,0.85
"Male","Lesotho","ihd",1,0.9
"Male","Lesotho","istroke",0.95,0.75
"Female","Liberia","hhd",0.8,0.85
"Female","Liberia","hstroke",0.75,0.85
"Female","Liberia","ihd",0.8,0.85
"Female","Liberia","istroke",0.75,0.75
"Male","Liberia","hhd",0.9,1
"Male","Liberia","hstroke",0.8,0.9
"Male","Liberia","ihd",0.8,0.8
"Male","Liberia","istroke",0.8,0.7
"Female","Libya","hhd",1,1
"Female","Libya","hstroke",0.9,0.9
"Female","Libya","ihd",0.85,0.95
"Female","Libya","istroke",0.8,0.8
"Male","Libya","hhd",1,1
"Male","Libya","hstroke",0.9,0.85
"Male","Libya","ihd",0.85,0.9
"Male","Libya","istroke",0.8,0.8
"Female","Lithuania","hhd",1.05,1.05
"Female","Lithuania","hstroke",0.7,0.75
"Female","Lithuania","ihd",0.7,0.8
"Female","Lithuania","istroke",0.9,0.85
"Male","Lithuania","hhd",0.95,1
"Male","Lithuania","hstroke",0.75,0.85
"Male","Lithuania","ihd",0.7,0.8
"Male","Lithuania","istroke",0.7,0.8
"Female","Luxembourg","hhd",0.75,0.95
"Female","Luxembourg","hstroke",0.7,0.95
"Female","Luxembourg","ihd",0.7,0.7
"Female","Luxembourg","istroke",0.7,0.85
"Male","Luxembourg","hhd",0.7,0.9
"Male","Luxembourg","hstroke",0.7,0.75
"Male","Luxembourg","ihd",0.75,0.7
"Male","Luxembourg","istroke",0.7,0.7
"Female","Macedonia","hhd",0.7,0.8
"Female","Macedonia","hstroke",0.7,0.9
"Female","Macedonia","ihd",0.7,0.7
"Female","Macedonia","istroke",0.7,0.8
"Male","Macedonia","hhd",0.7,0.75
"Male","Macedonia","hstroke",0.75,0.9
"Male","Macedonia","ihd",0.75,0.7
"Male","Macedonia","istroke",0.7,0.7
"Female","Madagascar","hhd",0.75,0.85
"Female","Madagascar","hstroke",0.8,0.95
"Female","Madagascar","ihd",0.8,0.85
"Female","Madagascar","istroke",0.75,0.85
"Male","Madagascar","hhd",0.8,0.9
"Male","Madagascar","hstroke",0.8,0.85
"Male","Madagascar","ihd",0.8,0.9
"Male","Madagascar","istroke",0.85,0.9
"Female","Malawi","hhd",0.85,0.85
"Female","Malawi","hstroke",0.8,0.9
"Female","Malawi","ihd",0.9,0.8
"Female","Malawi","istroke",0.85,0.85
"Male","Malawi","hhd",0.85,0.8
"Male","Malawi","hstroke",0.75,0.85
"Male","Malawi","ihd",0.95,0.85
"Male","Malawi","istroke",0.8,0.8
"Female","Malaysia","hhd",0.8,0.7
"Female","Malaysia","hstroke",0.7,0.7
"Female","Malaysia","ihd",0.7,0.75
"Female","Malaysia","istroke",0.85,0.8
"Male","Malaysia","hhd",0.9,0.85
"Male","Malaysia","hstroke",0.85,0.8
"Male","Malaysia","ihd",0.75,0.8
"Male","Malaysia","istroke",1,0.9
"Female","Maldives","hhd",0.8,0.8
"Female","Maldives","hstroke",0.75,0.7
"Female","Maldives","ihd",0.75,0.7
"Female","Maldives","istroke",0.9,0.7
"Male","Maldives","hhd",0.95,0.9
"Male","Maldives","hstroke",1,0.7
"Male","Maldives","ihd",0.85,0.7
"Male","Maldives","istroke",1,0.7
"Female","Mali","hhd",0.8,0.9
"Female","Mali","hstroke",0.85,0.9
"Female","Mali","ihd",0.8,0.85
"Female","Mali","istroke",0.9,0.8
"Male","Mali","hhd",0.9,0.85
"Male","Mali","hstroke",0.85,0.85
"Male","Mali","ihd",0.85,0.8
"Male","Mali","istroke",0.95,0.75
"Female","Malta","hhd",0.85,0.75
"Female","Malta","hstroke",0.7,0.7
"Female","Malta","ihd",0.7,0.7
"Female","Malta","istroke",0.7,0.75
"Male","Malta","hhd",1,0.7
"Male","Malta","hstroke",0.75,0.7
"Male","Malta","ihd",0.9,0.7
"Male","Malta","istroke",0.75,0.7
"Female","Mauritania","hhd",0.75,0.75
"Female","Mauritania","hstroke",0.7,0.8
"Female","Mauritania","ihd",0.8,0.85
"Female","Mauritania","istroke",0.8,0.8
"Male","Mauritania","hhd",0.85,0.8
"Male","Mauritania","hstroke",0.8,0.9
"Male","Mauritania","ihd",0.8,0.8
"Male","Mauritania","istroke",0.85,0.75
"Female","Mauritius","hhd",0.85,0.95
"Female","Mauritius","hstroke",0.85,0.7
"Female","Mauritius","ihd",0.7,0.7
"Female","Mauritius","istroke",0.85,0.7
"Male","Mauritius","hhd",0.9,0.95
"Male","Mauritius","hstroke",0.75,0.7
"Male","Mauritius","ihd",0.75,0.7
"Male","Mauritius","istroke",0.8,0.7
"Female","Mexico","hhd",0.85,0.85
"Female","Mexico","hstroke",0.85,0.7
"Female","Mexico","ihd",0.8,0.85
"Female","Mexico","istroke",0.95,0.7
"Male","Mexico","hhd",0.9,1
"Male","Mexico","hstroke",0.85,0.75
"Male","Mexico","ihd",0.9,0.9
"Male","Mexico","istroke",1,0.7
"Female","Moldova","hhd",0.95,1
"Female","Moldova","hstroke",0.7,1
"Female","Moldova","ihd",0.7,0.8
"Female","Moldova","istroke",0.7,0.7
"Male","Moldova","hhd",0.9,1
"Male","Moldova","hstroke",0.7,1
"Male","Moldova","ihd",0.7,0.75
"Male","Moldova","istroke",0.7,0.75
"Female","Mongolia","hhd",0.8,0.7
"Female","Mongolia","hstroke",0.7,0.9
"Female","Mongolia","ihd",0.75,0.7
"Female","Mongolia","istroke",1,0.7
"Male","Mongolia","hhd",0.8,0.7
"Male","Mongolia","hstroke",0.75,0.9
"Male","Mongolia","ihd",0.8,0.7
"Male","Mongolia","istroke",0.9,0.7
"Female","Montenegro","hhd",0.75,0.9
"Female","Montenegro","hstroke",0.7,1
"Female","Montenegro","ihd",0.7,0.85
"Female","Montenegro","istroke",0.8,0.75
"Male","Montenegro","hhd",0.75,0.9
"Male","Montenegro","hstroke",0.75,0.95
"Male","Montenegro","ihd",0.7,0.85
"Male","Montenegro","istroke",0.8,0.75
"Female","Morocco","hhd",0.8,0.8
"Female","Morocco","hstroke",0.7,0.8
"Female","Morocco","ihd",0.7,0.85
"Female","Morocco","istroke",0.75,0.75
"Male","Morocco","hhd",0.9,0.95
"Male","Morocco","hstroke",0.75,0.8
"Male","Morocco","ihd",0.8,1
"Male","Morocco","istroke",0.9,0.95
"Female","Mozambique","hhd",0.85,0.95
"Female","Mozambique","hstroke",0.85,0.9
"Female","Mozambique","ihd",0.85,1
"Female","Mozambique","istroke",0.8,0.9
"Male","Mozambique","hhd",0.9,0.95
"Male","Mozambique","hstroke",0.9,1
"Male","Mozambique","ihd",0.9,0.95
"Male","Mozambique","istroke",0.8,0.85
"Female","Myanmar","hhd",0.8,0.75
"Female","Myanmar","hstroke",0.7,0.95
"Female","Myanmar","ihd",0.7,0.7
"Female","Myanmar","istroke",0.8,0.8
"Male","Myanmar","hhd",0.85,0.8
"Male","Myanmar","hstroke",0.7,0.85
"Male","Myanmar","ihd",0.8,0.85
"Male","Myanmar","istroke",0.8,0.75
"Female","Namibia","hhd",0.7,0.8
"Female","Namibia","hstroke",0.7,0.85
"Female","Namibia","ihd",0.8,0.75
"Female","Namibia","istroke",0.8,0.75
"Male","Namibia","hhd",0.75,0.75
"Male","Namibia","hstroke",0.75,0.9
"Male","Namibia","ihd",0.95,0.85
"Male","Namibia","istroke",0.9,0.85
"Female","Nepal","hhd",0.8,0.95
"Female","Nepal","hstroke",0.8,0.9
"Female","Nepal","ihd",0.8,0.9
"Female","Nepal","istroke",0.8,0.8
"Male","Nepal","hhd",0.85,1
"Male","Nepal","hstroke",0.85,1
"Male","Nepal","ihd",0.85,1
"Male","Nepal","istroke",0.85,0.95
"Female","Netherlands","hhd",0.75,0.9
"Female","Netherlands","hstroke",0.7,0.8
"Female","Netherlands","ihd",0.8,0.7
"Female","Netherlands","istroke",0.8,0.7
"Male","Netherlands","hhd",0.75,0.95
"Male","Netherlands","hstroke",0.7,0.8
"Male","Netherlands","ihd",0.85,0.7
"Male","Netherlands","istroke",0.85,0.7
"Female","New Zealand","hhd",0.9,0.8
"Female","New Zealand","hstroke",0.7,0.75
"Female","New Zealand","ihd",0.7,0.7
"Female","New Zealand","istroke",0.7,0.7
"Male","New Zealand","hhd",0.95,0.85
"Male","New Zealand","hstroke",0.7,0.8
"Male","New Zealand","ihd",0.8,0.7
"Male","New Zealand","istroke",0.75,0.7
"Female","Nicaragua","hhd",0.8,0.8
"Female","Nicaragua","hstroke",0.7,0.8
"Female","Nicaragua","ihd",0.75,0.75
"Female","Nicaragua","istroke",0.8,0.7
"Male","Nicaragua","hhd",0.85,0.85
"Male","Nicaragua","hstroke",0.7,0.8
"Male","Nicaragua","ihd",0.8,0.85
"Male","Nicaragua","istroke",0.8,0.75
"Female","Niger","hhd",0.8,0.85
"Female","Niger","hstroke",0.8,0.85
"Female","Niger","ihd",0.85,0.85
"Female","Niger","istroke",0.9,0.8
"Male","Niger","hhd",0.9,0.9
"Male","Niger","hstroke",0.8,0.85
"Male","Niger","ihd",0.85,0.8
"Male","Niger","istroke",0.85,0.8
"Female","Nigeria","hhd",0.8,0.85
"Female","Nigeria","hstroke",0.8,0.8
"Female","Nigeria","ihd",0.85,0.8
"Female","Nigeria","istroke",0.9,0.8
"Male","Nigeria","hhd",0.7,0.85
"Male","Nigeria","hstroke",0.7,0.85
"Male","Nigeria","ihd",0.7,0.75
"Male","Nigeria","istroke",0.75,0.75
"Female","North Korea","hhd",0.8,0.85
"Female","North Korea","hstroke",0.7,0.95
"Female","North Korea","ihd",0.75,0.75
"Female","North Korea","istroke",0.85,0.75
"Male","North Korea","hhd",0.75,0.85
"Male","North Korea","hstroke",0.7,0.85
"Male","North Korea","ihd",0.75,0.9
"Male","North Korea","istroke",0.8,0.8
"Female","Norway","hhd",0.9,0.9
"Female","Norway","hstroke",0.8,0.7
"Female","Norway","ihd",0.75,0.7
"Female","Norway","istroke",0.7,0.7
"Male","Norway","hhd",0.9,0.9
"Male","Norway","hstroke",0.85,0.7
"Male","Norway","ihd",0.8,0.7
"Male","Norway","istroke",0.7,0.7
"Female","Oman","hhd",0.95,0.85
"Female","Oman","hstroke",0.8,0.75
"Female","Oman","ihd",0.75,0.7
"Female","Oman","istroke",0.9,0.75
"Male","Oman","hhd",1,0.7
"Male","Oman","hstroke",1,0.7
"Male","Oman","ihd",0.9,0.7
"Male","Oman","istroke",1,0.7
"Female","Pakistan","hhd",0.75,0.85
"Female","Pakistan","hstroke",0.75,0.85
"Female","Pakistan","ihd",0.75,0.85
"Female","Pakistan","istroke",0.8,0.75
"Male","Pakistan","hhd",0.75,0.8
"Male","Pakistan","hstroke",0.75,0.85
"Male","Pakistan","ihd",0.8,0.85
"Male","Pakistan","istroke",0.8,0.75
"Female","Panama","hhd",0.9,0.95
"Female","Panama","hstroke",0.7,0.7
"Female","Panama","ihd",0.8,0.7
"Female","Panama","istroke",0.85,0.7
"Male","Panama","hhd",0.95,0.95
"Male","Panama","hstroke",0.7,0.7
"Male","Panama","ihd",0.85,0.8
"Male","Panama","istroke",0.85,0.7
"Female","Papua New Guinea","hhd",0.8,0.9
"Female","Papua New Guinea","hstroke",0.8,0.85
"Female","Papua New Guinea","ihd",0.8,0.95
"Female","Papua New Guinea","istroke",0.85,0.8
"Male","Papua New Guinea","hhd",0.9,0.95
"Male","Papua New Guinea","hstroke",0.85,0.85
"Male","Papua New Guinea","ihd",0.9,1
"Male","Papua New Guinea","istroke",0.95,0.8
"Female","Paraguay","hhd",0.75,0.8
"Female","Paraguay","hstroke",0.7,0.75
"Female","Paraguay","ihd",0.75,0.8
"Female","Paraguay","istroke",0.8,0.75
"Male","Paraguay","hhd",0.8,0.9
"Male","Paraguay","hstroke",0.7,0.75
"Male","Paraguay","ihd",0.8,0.95
"Male","Paraguay","istroke",0.8,0.7
"Female","Peru","hhd",0.9,0.7
"Female","Peru","hstroke",0.85,0.8
"Female","Peru","ihd",0.8,0.7
"Female","Peru","istroke",0.95,0.7
"Male","Peru","hhd",1,0.85
"Male","Peru","hstroke",0.75,0.8
"Male","Peru","ihd",0.85,0.7
"Male","Peru","istroke",0.9,0.7
"Female","Philippines","hhd",0.85,0.95
"Female","Philippines","hstroke",0.7,0.8
"Female","Philippines","ihd",0.85,0.85
"Female","Philippines","istroke",0.75,0.7
"Male","Philippines","hhd",0.85,1
"Male","Philippines","hstroke",0.75,0.85
"Male","Philippines","ihd",0.85,0.95
"Male","Philippines","istroke",0.85,0.85
"Female","Poland","hhd",0.7,0.95
"Female","Poland","hstroke",0.7,0.8
"Female","Poland","ihd",0.7,0.85
"Female","Poland","istroke",0.75,0.7
"Male","Poland","hhd",0.7,0.95
"Male","Poland","hstroke",0.7,0.9
"Male","Poland","ihd",0.7,0.8
"Male","Poland","istroke",0.75,0.7
"Female","Portugal","hhd",1,1
"Female","Portugal","hstroke",0.7,0.9
"Female","Portugal","ihd",0.7,0.7
"Female","Portugal","istroke",0.7,0.75
"Male","Portugal","hhd",1.05,1.05
"Male","Portugal","hstroke",0.7,0.9
"Male","Portugal","ihd",0.7,0.7
"Male","Portugal","istroke",0.7,0.75
"Female","Qatar","hhd",1,0.7
"Female","Qatar","hstroke",1,0.7
"Female","Qatar","ihd",0.75,0.7
"Female","Qatar","istroke",1,0.7
"Male","Qatar","hhd",1,0.7
"Male","Qatar","hstroke",0.85,0.7
"Male","Qatar","ihd",0.7,1
"Male","Qatar","istroke",0.9,0.7
"Female","Romania","hhd",0.7,0.85
"Female","Romania","hstroke",0.7,1
"Female","Romania","ihd",0.7,0.75
"Female","Romania","istroke",0.7,0.75
"Male","Romania","hhd",0.75,0.85
"Male","Romania","hstroke",0.7,0.9
"Male","Romania","ihd",0.7,0.75
"Male","Romania","istroke",0.7,0.7
"Female","Russian Federation","hhd",0.75,0.7
"Female","Russian Federation","hstroke",0.7,0.9
"Female","Russian Federation","ihd",0.7,0.75
"Female","Russian Federation","istroke",0.7,0.7
"Male","Russian Federation","hhd",0.7,0.75
"Male","Russian Federation","hstroke",0.7,0.9
"Male","Russian Federation","ihd",0.7,0.75
"Male","Russian Federation","istroke",0.7,0.75
"Female","Rwanda","hhd",0.75,0.75
"Female","Rwanda","hstroke",0.8,0.95
"Female","Rwanda","ihd",0.9,0.8
"Female","Rwanda","istroke",1,0.8
"Male","Rwanda","hhd",0.8,0.7
"Male","Rwanda","hstroke",0.8,0.95
"Male","Rwanda","ihd",0.9,0.8
"Male","Rwanda","istroke",0.95,0.8
"Female","Saint Lucia","hhd",0.8,0.85
"Female","Saint Lucia","hstroke",0.8,0.8
"Female","Saint Lucia","ihd",0.85,0.75
"Female","Saint Lucia","istroke",0.9,0.7
"Male","Saint Lucia","hhd",0.9,0.95
"Male","Saint Lucia","hstroke",0.9,0.9
"Male","Saint Lucia","ihd",0.9,0.7
"Male","Saint Lucia","istroke",0.9,0.7
"Female","Saint Vincent and the Grenadines","hhd",0.9,1
"Female","Saint Vincent and the Grenadines","hstroke",0.85,0.9
"Female","Saint Vincent and the Grenadines","ihd",0.8,0.8
"Female","Saint Vincent and the Grenadines","istroke",0.8,0.75
"Male","Saint Vincent and the Grenadines","hhd",0.95,1
"Male","Saint Vincent and the Grenadines","hstroke",0.9,0.9
"Male","Saint Vincent and the Grenadines","ihd",0.9,0.75
"Male","Saint Vincent and the Grenadines","istroke",0.95,0.7
"Female","Samoa","hhd",0.85,0.95
"Female","Samoa","hstroke",0.75,0.85
"Female","Samoa","ihd",0.8,0.95
"Female","Samoa","istroke",0.75,0.85
"Male","Samoa","hhd",0.8,0.9
"Male","Samoa","hstroke",0.75,0.9
"Male","Samoa","ihd",0.75,0.9
"Male","Samoa","istroke",0.75,0.8
"Female","Sao Tome and Principe","hhd",0.85,0.9
"Female","Sao Tome and Principe","hstroke",0.75,0.8
"Female","Sao Tome and Principe","ihd",0.8,0.85
"Female","Sao Tome and Principe","istroke",0.8,0.75
"Male","Sao Tome and Principe","hhd",0.9,0.85
"Male","Sao Tome and Principe","hstroke",0.85,0.8
"Male","Sao Tome and Principe","ihd",0.85,0.85
"Male","Sao Tome and Principe","istroke",0.9,0.8
"Female","Saudi Arabia","hhd",0.8,0.85
"Female","Saudi Arabia","hstroke",0.7,1
"Female","Saudi Arabia","ihd",0.7,1
"Female","Saudi Arabia","istroke",0.7,1
"Male","Saudi Arabia","hhd",0.85,0.85
"Male","Saudi Arabia","hstroke",0.7,0.9
"Male","Saudi Arabia","ihd",0.7,1
"Male","Saudi Arabia","istroke",0.75,0.7
"Female","Senegal","hhd",0.9,0.9
"Female","Senegal","hstroke",0.75,0.85
"Female","Senegal","ihd",0.8,0.9
"Female","Senegal","istroke",0.75,0.8
"Male","Senegal","hhd",1,0.9
"Male","Senegal","hstroke",0.8,0.9
"Male","Senegal","ihd",0.8,0.8
"Male","Senegal","istroke",0.8,0.75
"Female","Serbia","hhd",0.7,0.8
"Female","Serbia","hstroke",0.7,1
"Female","Serbia","ihd",0.75,0.7
"Female","Serbia","istroke",0.7,0.7
"Male","Serbia","hhd",0.7,0.7
"Male","Serbia","hstroke",0.7,0.9
"Male","Serbia","ihd",0.8,0.7
"Male","Serbia","istroke",0.7,0.7
"Female","Seychelles","hhd",0.75,0.8
"Female","Seychelles","hstroke",0.8,0.8
"Female","Seychelles","ihd",0.75,0.8
"Female","Seychelles","istroke",0.85,0.8
"Male","Seychelles","hhd",0.8,0.75
"Male","Seychelles","hstroke",0.85,0.8
"Male","Seychelles","ihd",0.8,0.8
"Male","Seychelles","istroke",0.9,0.7
"Female","Sierra Leone","hhd",0.9,0.9
"Female","Sierra Leone","hstroke",0.75,0.85
"Female","Sierra Leone","ihd",0.85,0.85
"Female","Sierra Leone","istroke",0.85,0.8
"Male","Sierra Leone","hhd",1,0.8
"Male","Sierra Leone","hstroke",0.85,0.9
"Male","Sierra Leone","ihd",0.9,0.75
"Male","Sierra Leone","istroke",0.95,0.75
"Female","Singapore","hhd",0.85,1
"Female","Singapore","hstroke",0.8,0.75
"Female","Singapore","ihd",0.7,0.7
"Female","Singapore","istroke",0.8,0.75
"Male","Singapore","hhd",0.9,1
"Male","Singapore","hstroke",0.7,0.75
"Male","Singapore","ihd",0.8,0.75
"Male","Singapore","istroke",0.95,0.7
"Female","Slovakia","hhd",0.95,0.95
"Female","Slovakia","hstroke",0.7,0.85
"Female","Slovakia","ihd",0.7,0.8
"Female","Slovakia","istroke",0.8,0.8
"Male","Slovakia","hhd",0.9,0.9
"Male","Slovakia","hstroke",0.7,0.85
"Male","Slovakia","ihd",0.7,0.75
"Male","Slovakia","istroke",0.75,0.75
"Female","Slovenia","hhd",0.85,0.8
"Female","Slovenia","hstroke",0.7,0.85
"Female","Slovenia","ihd",0.9,0.7
"Female","Slovenia","istroke",0.8,0.7
"Male","Slovenia","hhd",0.8,0.9
"Male","Slovenia","hstroke",0.7,0.9
"Male","Slovenia","ihd",0.8,0.7
"Male","Slovenia","istroke",0.75,0.7
"Female","Solomon Islands","hhd",0.9,0.95
"Female","Solomon Islands","hstroke",0.9,1
"Female","Solomon Islands","ihd",0.9,1
"Female","Solomon Islands","istroke",0.95,0.95
"Male","Solomon Islands","hhd",0.9,0.85
"Male","Solomon Islands","hstroke",0.9,0.95
"Male","Solomon Islands","ihd",0.9,0.95
"Male","Solomon Islands","istroke",0.95,0.85
"Female","Somalia","hhd",0.8,0.85
"Female","Somalia","hstroke",0.85,0.95
"Female","Somalia","ihd",0.85,0.9
"Female","Somalia","istroke",0.95,0.85
"Male","Somalia","hhd",0.85,0.9
"Male","Somalia","hstroke",0.85,0.95
"Male","Somalia","ihd",0.85,0.9
"Male","Somalia","istroke",0.95,0.85
"Female","South Africa","hhd",0.75,0.8
"Female","South Africa","hstroke",0.7,0.9
"Female","South Africa","ihd",0.9,0.85
"Female","South Africa","istroke",0.75,0.75
"Male","South Africa","hhd",0.8,0.75
"Male","South Africa","hstroke",0.7,0.85
"Male","South Africa","ihd",1,0.7
"Male","South Africa","istroke",0.8,0.7
"Female","South Korea","hhd",0.7,0.75
"Female","South Korea","hstroke",0.75,0.7
"Female","South Korea","ihd",0.7,0.8
"Female","South Korea","istroke",0.7,0.7
"Male","South Korea","hhd",0.75,0.7
"Male","South Korea","hstroke",0.85,0.7
"Male","South Korea","ihd",1,0.7
"Male","South Korea","istroke",0.7,1
"Female","Spain","hhd",0.75,0.9
"Female","Spain","hstroke",0.7,0.85
"Female","Spain","ihd",0.75,0.7
"Female","Spain","istroke",0.7,0.7
"Male","Spain","hhd",0.85,0.9
"Male","Spain","hstroke",0.7,0.9
"Male","Spain","ihd",0.8,0.7
"Male","Spain","istroke",0.7,0.7
"Female","Sri Lanka","hhd",0.75,0.7
"Female","Sri Lanka","hstroke",0.7,0.75
"Female","Sri Lanka","ihd",0.7,0.75
"Female","Sri Lanka","istroke",0.7,0.7
"Male","Sri Lanka","hhd",0.75,0.7
"Male","Sri Lanka","hstroke",0.7,0.8
"Male","Sri Lanka","ihd",0.7,0.75
"Male","Sri Lanka","istroke",0.7,0.7
"Female","Sudan","hhd",0.8,0.75
"Female","Sudan","hstroke",0.7,1
"Female","Sudan","ihd",0.7,0.9
"Female","Sudan","istroke",0.7,0.85
"Male","Sudan","hhd",0.95,0.85
"Male","Sudan","hstroke",0.7,0.85
"Male","Sudan","ihd",0.75,0.85
"Male","Sudan","istroke",0.75,0.7
"Female","Suriname","hhd",0.85,0.9
"Female","Suriname","hstroke",0.7,0.7
"Female","Suriname","ihd",0.85,0.9
"Female","Suriname","istroke",0.8,0.7
"Male","Suriname","hhd",0.85,0.9
"Male","Suriname","hstroke",0.7,0.8
"Male","Suriname","ihd",0.8,0.85
"Male","Suriname","istroke",0.75,0.7
"Female","Swaziland","hhd",0.7,0.8
"Female","Swaziland","hstroke",0.7,0.95
"Female","Swaziland","ihd",0.8,0.75
"Female","Swaziland","istroke",0.7,0.7
"Male","Swaziland","hhd",0.7,0.75
"Male","Swaziland","hstroke",0.7,0.8
"Male","Swaziland","ihd",1,0.85
"Male","Swaziland","istroke",0.9,0.8
"Female","Sweden","hhd",0.9,1
"Female","Sweden","hstroke",0.75,0.75
"Female","Sweden","ihd",0.7,0.75
"Female","Sweden","istroke",0.75,0.7
"Male","Sweden","hhd",0.9,1
"Male","Sweden","hstroke",0.7,0.7
"Male","Sweden","ihd",0.75,0.7
"Male","Sweden","istroke",0.7,0.7
"Female","Switzerland","hhd",0.85,0.7
"Female","Switzerland","hstroke",0.7,0.75
"Female","Switzerland","ihd",0.75,0.7
"Female","Switzerland","istroke",0.75,0.7
"Male","Switzerland","hhd",0.85,0.7
"Male","Switzerland","hstroke",0.7,0.85
"Male","Switzerland","ihd",0.8,0.7
"Male","Switzerland","istroke",0.75,0.7
"Female","Syria","hhd",0.7,0.8
"Female","Syria","hstroke",0.7,1
"Female","Syria","ihd",0.7,1
"Female","Syria","istroke",0.7,1
"Male","Syria","hhd",0.7,0.85
"Male","Syria","hstroke",0.7,1
"Male","Syria","ihd",0.7,1
"Male","Syria","istroke",0.7,1
"Female","Tajikistan","hhd",0.8,0.95
"Female","Tajikistan","hstroke",0.7,0.95
"Female","Tajikistan","ihd",0.8,0.95
"Female","Tajikistan","istroke",0.9,0.7
"Male","Tajikistan","hhd",0.8,0.9
"Male","Tajikistan","hstroke",0.8,1
"Male","Tajikistan","ihd",0.85,0.95
"Male","Tajikistan","istroke",1,0.7
"Female","Tanzania","hhd",0.8,0.85
"Female","Tanzania","hstroke",0.85,0.9
"Female","Tanzania","ihd",0.9,0.85
"Female","Tanzania","istroke",0.85,0.9
"Male","Tanzania","hhd",0.85,0.8
"Male","Tanzania","hstroke",0.8,0.8
"Male","Tanzania","ihd",0.9,0.8
"Male","Tanzania","istroke",0.9,0.85
"Female","Thailand","hhd",0.9,0.7
"Female","Thailand","hstroke",0.7,0.75
"Female","Thailand","ihd",0.85,0.75
"Female","Thailand","istroke",0.9,0.75
"Male","Thailand","hhd",0.95,1
"Male","Thailand","hstroke",0.85,0.8
"Male","Thailand","ihd",0.85,0.75
"Male","Thailand","istroke",1,0.8
"Female","The Bahamas","hhd",0.75,0.9
"Female","The Bahamas","hstroke",0.85,0.85
"Female","The Bahamas","ihd",0.8,0.9
"Female","The Bahamas","istroke",0.8,0.75
