"","location","wb2021","year","Scenario","x50q30"
"8175","Cuba","UMIC",2029,"Progress",0.152886114056696
"8176","Cuba","UMIC",2029,"Progress_Salt reduction",0.15928665152597
"8177","Cuba","UMIC",2030,"Aspirational_Antihypertensive therapy",0.144758276331635
"8178","Cuba","UMIC",2030,"Aspirational",0.143456687682069
"8179","Cuba","UMIC",2030,"Aspirational_Salt reduction",0.156393586172019
"8180","Cuba","UMIC",2030,"Business as usual",0.158128077678331
"8181","Cuba","UMIC",2030,"Progress_Antihypertensive therapy",0.151154975953295
"8182","Cuba","UMIC",2030,"Progress",0.150518442929257
"8183","Cuba","UMIC",2030,"Progress_Salt reduction",0.157382561348534
"8184","Cuba","UMIC",2031,"Aspirational_Antihypertensive therapy",0.142513290132019
"8185","Cuba","UMIC",2031,"Aspirational",0.141081235337928
"8186","Cuba","UMIC",2031,"Aspirational_Salt reduction",0.155119182170237
"8187","Cuba","UMIC",2031,"Business as usual",0.157081280193266
"8188","Cuba","UMIC",2031,"Progress_Antihypertensive therapy",0.149677687924533
"8189","Cuba","UMIC",2031,"Progress",0.148903107715745
"8190","Cuba","UMIC",2031,"Progress_Salt reduction",0.156163117449211
"8191","Cuba","UMIC",2032,"Aspirational_Antihypertensive therapy",0.140582208187463
"8192","Cuba","UMIC",2032,"Aspirational",0.139043504561626
"8193","Cuba","UMIC",2032,"Aspirational_Salt reduction",0.154044635549378
"8194","Cuba","UMIC",2032,"Business as usual",0.156207471815772
"8195","Cuba","UMIC",2032,"Progress_Antihypertensive therapy",0.148441725626786
"8196","Cuba","UMIC",2032,"Progress",0.147548570441729
"8197","Cuba","UMIC",2032,"Progress_Salt reduction",0.155139264317936
"8198","Cuba","UMIC",2033,"Aspirational_Antihypertensive therapy",0.138841904328785
"8199","Cuba","UMIC",2033,"Aspirational",0.137216557153372
"8200","Cuba","UMIC",2033,"Aspirational_Salt reduction",0.153043762747506
"8201","Cuba","UMIC",2033,"Business as usual",0.15538251640374
"8202","Cuba","UMIC",2033,"Progress_Antihypertensive therapy",0.147316258754412
"8203","Cuba","UMIC",2033,"Progress",0.146320923508685
"8204","Cuba","UMIC",2033,"Progress_Salt reduction",0.154183700554593
"8205","Cuba","UMIC",2034,"Aspirational_Antihypertensive therapy",0.137136612984707
"8206","Cuba","UMIC",2034,"Aspirational",0.135442494323775
"8207","Cuba","UMIC",2034,"Aspirational_Salt reduction",0.151955754539475
"8208","Cuba","UMIC",2034,"Business as usual",0.154445952389789
"8209","Cuba","UMIC",2034,"Progress_Antihypertensive therapy",0.146138613949691
"8210","Cuba","UMIC",2034,"Progress",0.145055911700503
"8211","Cuba","UMIC",2034,"Progress_Salt reduction",0.153134472300586
"8212","Cuba","UMIC",2035,"Aspirational_Antihypertensive therapy",0.135441789665416
"8213","Cuba","UMIC",2035,"Aspirational",0.133693946252259
"8214","Cuba","UMIC",2035,"Aspirational_Salt reduction",0.150762608693755
"8215","Cuba","UMIC",2035,"Business as usual",0.153381716850914
"8216","Cuba","UMIC",2035,"Progress_Antihypertensive therapy",0.144886242457271
"8217","Cuba","UMIC",2035,"Progress",0.143729205466564
"8218","Cuba","UMIC",2035,"Progress_Salt reduction",0.151973665067979
"8219","Cuba","UMIC",2036,"Aspirational_Antihypertensive therapy",0.133879390902085
"8220","Cuba","UMIC",2036,"Aspirational",0.132087787507072
"8221","Cuba","UMIC",2036,"Aspirational_Salt reduction",0.149612026668145
"8222","Cuba","UMIC",2036,"Business as usual",0.152343638018596
"8223","Cuba","UMIC",2036,"Progress_Antihypertensive therapy",0.14369696935262
"8224","Cuba","UMIC",2036,"Progress",0.142475293611017
"8225","Cuba","UMIC",2036,"Progress_Salt reduction",0.150851219576434
"8226","Cuba","UMIC",2037,"Aspirational_Antihypertensive therapy",0.132603490844652
"8227","Cuba","UMIC",2037,"Aspirational",0.130773953395025
"8228","Cuba","UMIC",2037,"Aspirational_Salt reduction",0.148687915156349
"8229","Cuba","UMIC",2037,"Business as usual",0.151521183874383
"8230","Cuba","UMIC",2037,"Progress_Antihypertensive therapy",0.142744041239553
"8231","Cuba","UMIC",2037,"Progress",0.14146444084971
"8232","Cuba","UMIC",2037,"Progress_Salt reduction",0.149953025019847
"8233","Cuba","UMIC",2038,"Aspirational_Antihypertensive therapy",0.131606406638951
"8234","Cuba","UMIC",2038,"Aspirational",0.129743350340478
"8235","Cuba","UMIC",2038,"Aspirational_Salt reduction",0.147997413323896
"8236","Cuba","UMIC",2038,"Business as usual",0.150923285360394
"8237","Cuba","UMIC",2038,"Progress_Antihypertensive therapy",0.142029488076967
"8238","Cuba","UMIC",2038,"Progress",0.140697431944723
"8239","Cuba","UMIC",2038,"Progress_Salt reduction",0.149286517284714
"8240","Cuba","UMIC",2039,"Aspirational_Antihypertensive therapy",0.130719705048707
"8241","Cuba","UMIC",2039,"Aspirational",0.128828802356252
"8242","Cuba","UMIC",2039,"Aspirational_Salt reduction",0.147366146888335
"8243","Cuba","UMIC",2039,"Business as usual",0.15037328402127
"8244","Cuba","UMIC",2039,"Progress_Antihypertensive therapy",0.141381564098231
"8245","Cuba","UMIC",2039,"Progress",0.140003267384957
"8246","Cuba","UMIC",2039,"Progress_Salt reduction",0.148675970446997
"8247","Cuba","UMIC",2040,"Aspirational_Antihypertensive therapy",0.129843407025909
"8248","Cuba","UMIC",2040,"Aspirational",0.127931041709305
"8249","Cuba","UMIC",2040,"Aspirational_Salt reduction",0.146692639593181
"8250","Cuba","UMIC",2040,"Business as usual",0.149768290028522
"8251","Cuba","UMIC",2040,"Progress_Antihypertensive therapy",0.14069991903565
"8252","Cuba","UMIC",2040,"Progress",0.139282106653783
"8253","Cuba","UMIC",2040,"Progress_Salt reduction",0.148019114417767
"8254","Cuba","UMIC",2041,"Aspirational_Antihypertensive therapy",0.129064237930528
"8255","Cuba","UMIC",2041,"Aspirational",0.127134207527869
"8256","Cuba","UMIC",2041,"Aspirational_Salt reduction",0.146083907502887
"8257","Cuba","UMIC",2041,"Business as usual",0.149219447088178
"8258","Cuba","UMIC",2041,"Progress_Antihypertensive therapy",0.140085651191868
"8259","Cuba","UMIC",2041,"Progress",0.138633125448635
"8260","Cuba","UMIC",2041,"Progress_Salt reduction",0.147424672987889
"8261","Cuba","UMIC",2042,"Aspirational_Antihypertensive therapy",0.128482692101738
"8262","Cuba","UMIC",2042,"Aspirational",0.126536340813285
"8263","Cuba","UMIC",2042,"Aspirational_Salt reduction",0.145660039585445
"8264","Cuba","UMIC",2042,"Business as usual",0.148851017164321
"8265","Cuba","UMIC",2042,"Progress_Antihypertensive therapy",0.139653420255223
"8266","Cuba","UMIC",2042,"Progress",0.138169014875044
"8267","Cuba","UMIC",2042,"Progress_Salt reduction",0.147014416296899
"8268","Cuba","UMIC",2043,"Aspirational_Antihypertensive therapy",0.128015566391487
"8269","Cuba","UMIC",2043,"Aspirational",0.126054834974169
"8270","Cuba","UMIC",2043,"Aspirational_Salt reduction",0.145334755800271
"8271","Cuba","UMIC",2043,"Business as usual",0.148575559937872
"8272","Cuba","UMIC",2043,"Progress_Antihypertensive therapy",0.139318880693464
"8273","Cuba","UMIC",2043,"Progress",0.137805816727142
"8274","Cuba","UMIC",2043,"Progress_Salt reduction",0.146701410863701
"8275","Cuba","UMIC",2044,"Aspirational_Antihypertensive therapy",0.127400198587611
"8276","Cuba","UMIC",2044,"Aspirational",0.125430615542673
"8277","Cuba","UMIC",2044,"Aspirational_Salt reduction",0.144816946981974
"8278","Cuba","UMIC",2044,"Business as usual",0.148095586468162
"8279","Cuba","UMIC",2044,"Progress_Antihypertensive therapy",0.138801177683446
"8280","Cuba","UMIC",2044,"Progress",0.137265522234907
"8281","Cuba","UMIC",2044,"Progress_Salt reduction",0.146191757625628
"8282","Cuba","UMIC",2045,"Aspirational_Antihypertensive therapy",0.126546482657815
"8283","Cuba","UMIC",2045,"Aspirational",0.12457459004276
"8284","Cuba","UMIC",2045,"Aspirational_Salt reduction",0.144006060101101
"8285","Cuba","UMIC",2045,"Business as usual",0.147308527538961
"8286","Cuba","UMIC",2045,"Progress_Antihypertensive therapy",0.138004014412045
"8287","Cuba","UMIC",2045,"Progress",0.136452783844274
"8288","Cuba","UMIC",2045,"Progress_Salt reduction",0.145384078987092
"8289","Cuba","UMIC",2046,"Aspirational_Antihypertensive therapy",0.125597338770801
"8290","Cuba","UMIC",2046,"Aspirational",0.123626391309908
"8291","Cuba","UMIC",2046,"Aspirational_Salt reduction",0.143066947820479
"8292","Cuba","UMIC",2046,"Business as usual",0.146385009955719
"8293","Cuba","UMIC",2046,"Progress_Antihypertensive therapy",0.137085863586893
"8294","Cuba","UMIC",2046,"Progress",0.135523463165448
"8295","Cuba","UMIC",2046,"Progress_Salt reduction",0.14444568830032
"8296","Cuba","UMIC",2047,"Aspirational_Antihypertensive therapy",0.124817369603126
"8297","Cuba","UMIC",2047,"Aspirational",0.122846002605824
"8298","Cuba","UMIC",2047,"Aspirational_Salt reduction",0.1422995313041
"8299","Cuba","UMIC",2047,"Business as usual",0.145633520745002
"8300","Cuba","UMIC",2047,"Progress_Antihypertensive therapy",0.136335875514181
"8301","Cuba","UMIC",2047,"Progress",0.134762772770256
"8302","Cuba","UMIC",2047,"Progress_Salt reduction",0.143680037584313
"8303","Cuba","UMIC",2048,"Aspirational_Antihypertensive therapy",0.124343090872972
"8304","Cuba","UMIC",2048,"Aspirational",0.122367627383649
"8305","Cuba","UMIC",2048,"Aspirational_Salt reduction",0.141861114636449
"8306","Cuba","UMIC",2048,"Business as usual",0.145215721584287
"8307","Cuba","UMIC",2048,"Progress_Antihypertensive therapy",0.135904902954974
"8308","Cuba","UMIC",2048,"Progress",0.13431939393724
"8309","Cuba","UMIC",2048,"Progress_Salt reduction",0.143246047724571
"8310","Cuba","UMIC",2049,"Aspirational_Antihypertensive therapy",0.123961680374265
"8311","Cuba","UMIC",2049,"Aspirational",0.121981798216188
"8312","Cuba","UMIC",2049,"Aspirational_Salt reduction",0.141514337911041
"8313","Cuba","UMIC",2049,"Business as usual",0.144888412287081
"8314","Cuba","UMIC",2049,"Progress_Antihypertensive therapy",0.135563771039085
"8315","Cuba","UMIC",2049,"Progress",0.13396671789206
"8316","Cuba","UMIC",2049,"Progress_Salt reduction",0.142903765921183
"8317","Cuba","UMIC",2050,"Aspirational_Antihypertensive therapy",0.123476437716059
"8318","Cuba","UMIC",2050,"Aspirational",0.121495000360157
"8319","Cuba","UMIC",2050,"Aspirational_Salt reduction",0.141037383104087
"8320","Cuba","UMIC",2050,"Business as usual",0.144424028964679
"8321","Cuba","UMIC",2050,"Progress_Antihypertensive therapy",0.135099056699509
"8322","Cuba","UMIC",2050,"Progress",0.133493865295476
"8323","Cuba","UMIC",2050,"Progress_Salt reduction",0.142428868467012
"8324","Cyprus","HIC",2022,"Aspirational_Antihypertensive therapy",0.080780621101746
"8325","Cyprus","HIC",2022,"Aspirational",0.080780621101746
"8326","Cyprus","HIC",2022,"Aspirational_Salt reduction",0.080780621101746
"8327","Cyprus","HIC",2022,"Business as usual",0.080780621101746
"8328","Cyprus","HIC",2022,"Progress_Antihypertensive therapy",0.080780621101746
"8329","Cyprus","HIC",2022,"Progress",0.080780621101746
"8330","Cyprus","HIC",2022,"Progress_Salt reduction",0.080780621101746
"8331","Cyprus","HIC",2023,"Aspirational_Antihypertensive therapy",0.0774107896180511
"8332","Cyprus","HIC",2023,"Aspirational",0.0774107896180511
"8333","Cyprus","HIC",2023,"Aspirational_Salt reduction",0.0782972107059053
"8334","Cyprus","HIC",2023,"Business as usual",0.0782972107059053
"8335","Cyprus","HIC",2023,"Progress_Antihypertensive therapy",0.0776976337363094
"8336","Cyprus","HIC",2023,"Progress",0.0776976337363094
"8337","Cyprus","HIC",2023,"Progress_Salt reduction",0.0782972107059053
"8338","Cyprus","HIC",2024,"Aspirational_Antihypertensive therapy",0.0740776199126205
"8339","Cyprus","HIC",2024,"Aspirational",0.0740046442710121
"8340","Cyprus","HIC",2024,"Aspirational_Salt reduction",0.0757995039010916
"8341","Cyprus","HIC",2024,"Business as usual",0.0758781915448771
"8342","Cyprus","HIC",2024,"Progress_Antihypertensive therapy",0.0747115793623834
"8343","Cyprus","HIC",2024,"Progress",0.0746880718169012
"8344","Cyprus","HIC",2024,"Progress_Salt reduction",0.0758534803674421
"8345","Cyprus","HIC",2025,"Aspirational_Antihypertensive therapy",0.0706917584579617
"8346","Cyprus","HIC",2025,"Aspirational",0.0705007175850897
"8347","Cyprus","HIC",2025,"Aspirational_Salt reduction",0.073180524848138
"8348","Cyprus","HIC",2025,"Business as usual",0.0733966066438789
"8349","Cyprus","HIC",2025,"Progress_Antihypertensive therapy",0.0717154610610384
"8350","Cyprus","HIC",2025,"Progress",0.0716525019698192
"8351","Cyprus","HIC",2025,"Progress_Salt reduction",0.0733285166778661
"8352","Cyprus","HIC",2026,"Aspirational_Antihypertensive therapy",0.0676350182328201
"8353","Cyprus","HIC",2026,"Aspirational",0.0672993519807886
"8354","Cyprus","HIC",2026,"Aspirational_Salt reduction",0.0708194847334741
"8355","Cyprus","HIC",2026,"Business as usual",0.0712179490172817
"8356","Cyprus","HIC",2026,"Progress_Antihypertensive therapy",0.0690769428038874
"8357","Cyprus","HIC",2026,"Progress",0.068963474695215
"8358","Cyprus","HIC",2026,"Progress_Salt reduction",0.0710919526607074
"8359","Cyprus","HIC",2027,"Aspirational_Antihypertensive therapy",0.0647275546068613
"8360","Cyprus","HIC",2027,"Aspirational",0.0642345036758457
"8361","Cyprus","HIC",2027,"Aspirational_Salt reduction",0.0685201007553736
"8362","Cyprus","HIC",2027,"Business as usual",0.0691342312293539
"8363","Cyprus","HIC",2027,"Progress_Antihypertensive therapy",0.06659532126237
"8364","Cyprus","HIC",2027,"Progress",0.0664240025694607
"8365","Cyprus","HIC",2027,"Progress_Salt reduction",0.0689393543561623
"8366","Cyprus","HIC",2028,"Aspirational_Antihypertensive therapy",0.0620154243902725
"8367","Cyprus","HIC",2028,"Aspirational",0.0613609368470899
"8368","Cyprus","HIC",2028,"Aspirational_Salt reduction",0.0663222254785655
"8369","Cyprus","HIC",2028,"Business as usual",0.0671767186391066
"8370","Cyprus","HIC",2028,"Progress_Antihypertensive therapy",0.0643000483505876
"8371","Cyprus","HIC",2028,"Progress",0.0640659536215599
"8372","Cyprus","HIC",2028,"Progress_Salt reduction",0.0669045944083989
"8373","Cyprus","HIC",2029,"Aspirational_Antihypertensive therapy",0.0594195863378805
"8374","Cyprus","HIC",2029,"Aspirational",0.0586487663473605
"8375","Cyprus","HIC",2029,"Aspirational_Salt reduction",0.064199199817467
"8376","Cyprus","HIC",2029,"Business as usual",0.0652474267670277
"8377","Cyprus","HIC",2029,"Progress_Antihypertensive therapy",0.0620941049895939
"8378","Cyprus","HIC",2029,"Progress",0.0617945133158061
"8379","Cyprus","HIC",2029,"Progress_Salt reduction",0.064892413847266
"8380","Cyprus","HIC",2030,"Aspirational_Antihypertensive therapy",0.0567703729522272
"8381","Cyprus","HIC",2030,"Aspirational",0.0559212111749636
"8382","Cyprus","HIC",2030,"Aspirational_Salt reduction",0.0619495340122069
"8383","Cyprus","HIC",2030,"Business as usual",0.0631478703166991
"8384","Cyprus","HIC",2030,"Progress_Antihypertensive therapy",0.0597860792379048
"8385","Cyprus","HIC",2030,"Progress",0.0594212282973291
"8386","Cyprus","HIC",2030,"Progress_Salt reduction",0.062708248503214
"8387","Cyprus","HIC",2031,"Aspirational_Antihypertensive therapy",0.0543349447932083
"8388","Cyprus","HIC",2031,"Aspirational",0.0534324882448048
"8389","Cyprus","HIC",2031,"Aspirational_Salt reduction",0.0598532138308655
"8390","Cyprus","HIC",2031,"Business as usual",0.0611710693344109
"8391","Cyprus","HIC",2031,"Progress_Antihypertensive therapy",0.0576484034697534
"8392","Cyprus","HIC",2031,"Progress",0.0572178309347775
"8393","Cyprus","HIC",2031,"Progress_Salt reduction",0.0606447268851303
"8394","Cyprus","HIC",2032,"Aspirational_Antihypertensive therapy",0.0521578466893199
"8395","Cyprus","HIC",2032,"Aspirational",0.0512193266931625
"8396","Cyprus","HIC",2032,"Aspirational_Salt reduction",0.0579606997669818
"8397","Cyprus","HIC",2032,"Business as usual",0.059375306655873
"8398","Cyprus","HIC",2032,"Progress_Antihypertensive therapy",0.0557281246396032
"8399","Cyprus","HIC",2032,"Progress",0.0552454744897258
"8400","Cyprus","HIC",2032,"Progress_Salt reduction",0.0587787297556954
"8401","Cyprus","HIC",2033,"Aspirational_Antihypertensive therapy",0.0502012251929328
"8402","Cyprus","HIC",2033,"Aspirational",0.0492393692800109
"8403","Cyprus","HIC",2033,"Aspirational_Salt reduction",0.0562361065495602
"8404","Cyprus","HIC",2033,"Business as usual",0.0577287163571919
"8405","Cyprus","HIC",2033,"Progress_Antihypertensive therapy",0.0539878385550311
"8406","Cyprus","HIC",2033,"Progress",0.0534638227539017
"8407","Cyprus","HIC",2033,"Progress_Salt reduction",0.0570752157322062
"8408","Cyprus","HIC",2034,"Aspirational_Antihypertensive therapy",0.0484242738909565
"8409","Cyprus","HIC",2034,"Aspirational",0.0474485565982781
"8410","Cyprus","HIC",2034,"Aspirational_Salt reduction",0.0546410293169549
"8411","Cyprus","HIC",2034,"Business as usual",0.0561958873549562
"8412","Cyprus","HIC",2034,"Progress_Antihypertensive therapy",0.0523880668563964
"8413","Cyprus","HIC",2034,"Progress",0.0518312568764769
"8414","Cyprus","HIC",2034,"Progress_Salt reduction",0.0554964059336323
"8415","Cyprus","HIC",2035,"Aspirational_Antihypertensive therapy",0.0467792872194832
"8416","Cyprus","HIC",2035,"Aspirational",0.0457974545950215
"8417","Cyprus","HIC",2035,"Aspirational_Salt reduction",0.0531285365470963
"8418","Cyprus","HIC",2035,"Business as usual",0.0547311000341469
"8419","Cyprus","HIC",2035,"Progress_Antihypertensive therapy",0.0508815132493412
"8420","Cyprus","HIC",2035,"Progress",0.0502992506540034
"8421","Cyprus","HIC",2035,"Progress_Salt reduction",0.0539952371166867
"8422","Cyprus","HIC",2036,"Aspirational_Antihypertensive therapy",0.0451943923702853
"8423","Cyprus","HIC",2036,"Aspirational",0.0442127040545426
"8424","Cyprus","HIC",2036,"Aspirational_Salt reduction",0.0516269806258346
"8425","Cyprus","HIC",2036,"Business as usual",0.0532641253698638
"8426","Cyprus","HIC",2036,"Progress_Antihypertensive therapy",0.0493968513136831
"8427","Cyprus","HIC",2036,"Progress",0.0487954408802238
"8428","Cyprus","HIC",2036,"Progress_Salt reduction",0.0525002905989203
"8429","Cyprus","HIC",2037,"Aspirational_Antihypertensive therapy",0.0437033030048348
"8430","Cyprus","HIC",2037,"Aspirational",0.0427258107155511
"8431","Cyprus","HIC",2037,"Aspirational_Salt reduction",0.0501824783596243
"8432","Cyprus","HIC",2037,"Business as usual",0.0518444042976446
"8433","Cyprus","HIC",2037,"Progress_Antihypertensive therapy",0.0479761347638877
"8434","Cyprus","HIC",2037,"Progress",0.0473603356707475
"8435","Cyprus","HIC",2037,"Progress_Salt reduction",0.0510590629949105
"8436","Cyprus","HIC",2038,"Aspirational_Antihypertensive therapy",0.0423265419799425
"8437","Cyprus","HIC",2038,"Aspirational",0.0413557799126079
"8438","Cyprus","HIC",2038,"Aspirational_Salt reduction",0.0488260718919481
"8439","Cyprus","HIC",2038,"Business as usual",0.0505053483092351
"8440","Cyprus","HIC",2038,"Progress_Antihypertensive therapy",0.0466470323460465
"8441","Cyprus","HIC",2038,"Progress",0.0460204911903922
"8442","Cyprus","HIC",2038,"Progress_Salt reduction",0.049703547180196
"8443","Cyprus","HIC",2039,"Aspirational_Antihypertensive therapy",0.0410335698519596
"8444","Cyprus","HIC",2039,"Aspirational",0.0400720256700272
"8445","Cyprus","HIC",2039,"Aspirational_Salt reduction",0.0475284058173052
"8446","Cyprus","HIC",2039,"Business as usual",0.0492175226903104
"8447","Cyprus","HIC",2039,"Progress_Antihypertensive therapy",0.0453801248824249
"8448","Cyprus","HIC",2039,"Progress",0.0447463097076048
"8449","Cyprus","HIC",2039,"Progress_Salt reduction",0.0484040844283927
"8450","Cyprus","HIC",2040,"Aspirational_Antihypertensive therapy",0.0397876302933148
"8451","Cyprus","HIC",2040,"Aspirational",0.0388383231129154
"8452","Cyprus","HIC",2040,"Aspirational_Salt reduction",0.0462508339608958
"8453","Cyprus","HIC",2040,"Business as usual",0.0479412374982973
"8454","Cyprus","HIC",2040,"Progress_Antihypertensive therapy",0.0441376275010342
"8455","Cyprus","HIC",2040,"Progress",0.0435002025880077
"8456","Cyprus","HIC",2040,"Progress_Salt reduction",0.0471212381309484
"8457","Cyprus","HIC",2041,"Aspirational_Antihypertensive therapy",0.0385493660462415
"8458","Cyprus","HIC",2041,"Aspirational",0.0376152805166227
"8459","Cyprus","HIC",2041,"Aspirational_Salt reduction",0.0449534692667645
"8460","Cyprus","HIC",2041,"Business as usual",0.0466367168960078
"8461","Cyprus","HIC",2041,"Progress_Antihypertensive therapy",0.0428803037846632
"8462","Cyprus","HIC",2041,"Progress",0.0422427815301287
"8463","Cyprus","HIC",2041,"Progress_Salt reduction",0.0458150239191707
"8464","Cyprus","HIC",2042,"Aspirational_Antihypertensive therapy",0.0373355328402674
"8465","Cyprus","HIC",2042,"Aspirational",0.0364187788264562
"8466","Cyprus","HIC",2042,"Aspirational_Salt reduction",0.0436605808395001
"8467","Cyprus","HIC",2042,"Business as usual",0.0453301867843185
"8468","Cyprus","HIC",2042,"Progress_Antihypertensive therapy",0.041630354242842
"8469","Cyprus","HIC",2042,"Progress",0.040995489553562
"8470","Cyprus","HIC",2042,"Progress_Salt reduction",0.0445106265606906
"8471","Cyprus","HIC",2043,"Aspirational_Antihypertensive therapy",0.0362092739001654
"8472","Cyprus","HIC",2043,"Aspirational",0.0353098731492921
"8473","Cyprus","HIC",2043,"Aspirational_Salt reduction",0.0424505660567732
"8474","Cyprus","HIC",2043,"Business as usual",0.0441042407303649
"8475","Cyprus","HIC",2043,"Progress_Antihypertensive therapy",0.0404617896604798
"8476","Cyprus","HIC",2043,"Progress",0.0398307707652267
"8477","Cyprus","HIC",2043,"Progress_Salt reduction",0.0432885448955878
"8478","Cyprus","HIC",2044,"Aspirational_Antihypertensive therapy",0.0351914170115564
"8479","Cyprus","HIC",2044,"Aspirational",0.034308427355162
"8480","Cyprus","HIC",2044,"Aspirational_Salt reduction",0.0413516431710637
"8481","Cyprus","HIC",2044,"Business as usual",0.0429891913504327
"8482","Cyprus","HIC",2044,"Progress_Antihypertensive therapy",0.0394009719128463
"8483","Cyprus","HIC",2044,"Progress",0.0387741963981036
"8484","Cyprus","HIC",2044,"Progress_Salt reduction",0.0421780167592203
"8485","Cyprus","HIC",2045,"Aspirational_Antihypertensive therapy",0.0342607781430554
"8486","Cyprus","HIC",2045,"Aspirational",0.0333935742726689
"8487","Cyprus","HIC",2045,"Aspirational_Salt reduction",0.0403406112401721
"8488","Cyprus","HIC",2045,"Business as usual",0.0419613301507282
"8489","Cyprus","HIC",2045,"Progress_Antihypertensive therapy",0.0384257504879185
"8490","Cyprus","HIC",2045,"Progress",0.0378037816381764
"8491","Cyprus","HIC",2045,"Progress_Salt reduction",0.0411555368099279
"8492","Cyprus","HIC",2046,"Aspirational_Antihypertensive therapy",0.0333477979178952
"8493","Cyprus","HIC",2046,"Aspirational",0.0324970283334562
"8494","Cyprus","HIC",2046,"Aspirational_Salt reduction",0.0393373174284241
"8495","Cyprus","HIC",2046,"Business as usual",0.0409380035908428
"8496","Cyprus","HIC",2046,"Progress_Antihypertensive therapy",0.0374597446107486
"8497","Cyprus","HIC",2046,"Progress",0.0368440553647288
"8498","Cyprus","HIC",2046,"Progress_Salt reduction",0.0401396598723767
"8499","Cyprus","HIC",2047,"Aspirational_Antihypertensive therapy",0.0324231580667131
"8500","Cyprus","HIC",2047,"Aspirational",0.0315900662658632
"8501","Cyprus","HIC",2047,"Aspirational_Salt reduction",0.0383081072105885
"8502","Cyprus","HIC",2047,"Business as usual",0.0398844986646472
"8503","Cyprus","HIC",2047,"Progress_Antihypertensive therapy",0.0364709309425957
"8504","Cyprus","HIC",2047,"Progress",0.0358633876392775
"8505","Cyprus","HIC",2047,"Progress_Salt reduction",0.0390961783310956
"8506","Cyprus","HIC",2048,"Aspirational_Antihypertensive therapy",0.0315074019025574
"8507","Cyprus","HIC",2048,"Aspirational",0.0306925842508218
"8508","Cyprus","HIC",2048,"Aspirational_Salt reduction",0.0372788966875661
"8509","Cyprus","HIC",2048,"Business as usual",0.0388281796446451
"8510","Cyprus","HIC",2048,"Progress_Antihypertensive therapy",0.0354836768325973
"8511","Cyprus","HIC",2048,"Progress",0.034885551273626
"8512","Cyprus","HIC",2048,"Progress_Salt reduction",0.0380516639584517
"8513","Cyprus","HIC",2049,"Aspirational_Antihypertensive therapy",0.0306369826303149
"8514","Cyprus","HIC",2049,"Aspirational",0.0298399554831915
"8515","Cyprus","HIC",2049,"Aspirational_Salt reduction",0.0362956107946689
"8516","Cyprus","HIC",2049,"Business as usual",0.0378174687162781
"8517","Cyprus","HIC",2049,"Progress_Antihypertensive therapy",0.0345410311579529
"8518","Cyprus","HIC",2049,"Progress",0.0339526199120457
"8519","Cyprus","HIC",2049,"Progress_Salt reduction",0.0370532192335037
"8520","Cyprus","HIC",2050,"Aspirational_Antihypertensive therapy",0.029821320930931
"8521","Cyprus","HIC",2050,"Aspirational",0.0290413376016897
"8522","Cyprus","HIC",2050,"Aspirational_Salt reduction",0.0353707122104334
"8523","Cyprus","HIC",2050,"Business as usual",0.0368655804038229
"8524","Cyprus","HIC",2050,"Progress_Antihypertensive therapy",0.0336546100879224
"8525","Cyprus","HIC",2050,"Progress",0.0330758747213385
"8526","Cyprus","HIC",2050,"Progress_Salt reduction",0.0361136046091975
"8527","Czech Republic","HIC",2022,"Aspirational_Antihypertensive therapy",0.135833540046458
"8528","Czech Republic","HIC",2022,"Aspirational",0.135833540046458
"8529","Czech Republic","HIC",2022,"Aspirational_Salt reduction",0.135833540046458
"8530","Czech Republic","HIC",2022,"Business as usual",0.135833540046458
"8531","Czech Republic","HIC",2022,"Progress_Antihypertensive therapy",0.135833540046458
"8532","Czech Republic","HIC",2022,"Progress",0.135833540046458
"8533","Czech Republic","HIC",2022,"Progress_Salt reduction",0.135833540046458
"8534","Czech Republic","HIC",2023,"Aspirational_Antihypertensive therapy",0.130772150804968
"8535","Czech Republic","HIC",2023,"Aspirational",0.130772150804968
"8536","Czech Republic","HIC",2023,"Aspirational_Salt reduction",0.132020414403344
"8537","Czech Republic","HIC",2023,"Business as usual",0.132020414403344
"8538","Czech Republic","HIC",2023,"Progress_Antihypertensive therapy",0.131295269937303
"8539","Czech Republic","HIC",2023,"Progress",0.131295269937303
"8540","Czech Republic","HIC",2023,"Progress_Salt reduction",0.132020414403344
"8541","Czech Republic","HIC",2024,"Aspirational_Antihypertensive therapy",0.126097212639452
"8542","Czech Republic","HIC",2024,"Aspirational",0.125976406030608
"8543","Czech Republic","HIC",2024,"Aspirational_Salt reduction",0.128582114764399
"8544","Czech Republic","HIC",2024,"Business as usual",0.128712004564855
"8545","Czech Republic","HIC",2024,"Progress_Antihypertensive therapy",0.127265276179253
"8546","Czech Republic","HIC",2024,"Progress",0.127226159607877
"8547","Czech Republic","HIC",2024,"Progress_Salt reduction",0.128671244531822
"8548","Czech Republic","HIC",2025,"Aspirational_Antihypertensive therapy",0.121942366011139
"8549","Czech Republic","HIC",2025,"Aspirational",0.121616346264704
"8550","Czech Republic","HIC",2025,"Aspirational_Salt reduction",0.125631814457353
"8551","Czech Republic","HIC",2025,"Business as usual",0.125999218338882
"8552","Czech Republic","HIC",2025,"Progress_Antihypertensive therapy",0.123854388563822
"8553","Czech Republic","HIC",2025,"Progress",0.123745999083472
